name,brand,qualifier_data,qualifier_type,locality,street_name,distance,url,address_detail,geographic_county,postcode,administrative_boundary,telephone_number,feature_easting,feature_northing,pointx_classification_code,unique_reference_number,group_code,category_code,pointx_class_code,group,category,pointx_class
Gourmet Peri Peri,,Restaurant,Restaurant Type,Exeter,Sidwell Street,21.0,www.gourmetperiperi.com,155,Devon,EX4 6RT,Exeter District,1392413344.0,292533.0,93026.0,1020043,156919595,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Kingbourne & Co,,,,Exeter,Magdalen Road,12.9,www.kingbourne.co.uk,23,Devon,EX2 4TA,Exeter District,1392984466.0,292674.8,92375.6,2110190,161938021,02,11,0190,Commercial services,Property and development services,Property sales
Toco Creative,,,,Exeter,Barnfield Crescent,44.0,www.tococreative.co.uk,5,Devon,EX1 1QT,Exeter District,1392422007.0,292456.5,92642.5,2080115,161936959,02,08,0115,Commercial services,"IT, advertising, marketing and media services","Artists, illustrators and calligraphers"
The Ark Pet Centre,,,,Exeter,Sidwell Street,17.6,www.arkpetcentres.com,32,Devon,EX4 6NN,Exeter District,1392435595.0,292485.2,93033.7,9480691,161944862,09,48,0691,Retail,"Household, office, leisure and garden","Pets, supplies and services"
Eat the Bird,,American Restaurant,Restaurant Type,Exeter,Sidwell Street,21.8,www.eatthebird.co.uk,183,Devon,EX4 6RD,Exeter District,1392258737.0,292406.3,92905.2,1020043,161949665,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Living Space Architects,,,,Exeter,Southernhay West,20.4,,18,Devon,EX1 1PJ,Exeter District,1392270420.0,292292.0,92572.0,2040063,161955171,02,04,0063,Commercial services,Consultancies,Architectural and building-related
Magdalen Health,,,,Exeter,Fairpark Road,22.6,,1,Devon,EX2 4HL,Exeter District,1392428141.0,292562.0,92311.0,5280345,162681985,05,28,0345,Education and health,Health practitioners and establishments,Physical therapy
Astley Media,,,,Exeter,Northernhay Place,13.3,,6,Devon,EX4 3QJ,Exeter District,1392267390.0,292226.0,92920.0,2080114,166078968,02,08,0114,Commercial services,"IT, advertising, marketing and media services",Advertising services
Dart Inventory Services,,,,Exeter,Barnfield Crescent,16.6,,1,Devon,EX1 1QT,Exeter District,1392956789.0,292419.0,92642.0,2090135,165166792,02,09,0135,Commercial services,Legal and financial,Accountants and auditors
Ear Matters Exeter,,,,Exeter,Denmark Road,18.6,,34,Devon,EX1 1SE,Exeter District,7541384915.0,292631.1,92478.6,5280330,165162244,05,28,0330,Education and health,Health practitioners and establishments,"Alternative, natural and complementary"
Electricity Sub Station,,,,,,6.1,,,Devon,EX2,Exeter District,,292981.0,92009.0,6340433,64007157,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Electricity Sub Station,,,,,,8.3,,,Devon,EX2,Exeter District,,292924.0,92369.0,6340433,64041899,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Electricity Sub Station,,,,,,5.0,,,Devon,EX2,Exeter District,,292587.0,92139.0,6340433,64066433,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
Letter Box,,,,,,6.3,,,Devon,EX1,Exeter District,,292686.0,92573.0,6340457,68587625,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
Letter Box,,,,,,8.8,,,Devon,EX4,Exeter District,,292378.0,92897.0,6340457,68587626,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
Letter Box,,,,,,4.3,,,Devon,EX2,Exeter District,,292692.0,92368.0,6340457,68587629,06,34,0457,Public infrastructure,Infrastructure and facilities,Letter boxes
Public Conveniences,,,,,,39.8,,,Devon,EX1,Exeter District,,292502.0,92867.0,6340461,111316251,06,34,0461,Public infrastructure,Infrastructure and facilities,Public toilets
Electricity Sub Station,,,,,,25.9,,,Devon,EX1,Exeter District,,292557.0,92809.0,6340433,164235386,06,34,0433,Public infrastructure,Infrastructure and facilities,Electrical features
The Best Connection Employment Group,The Best Connection,,,Exeter,Dixs Field,13.2,www.thebestconnection.co.uk,First Floor Berkeley House,Devon,EX1 1PZ,Exeter District,1392435468.0,292411.0,92725.0,2050078,141445918,02,05,0078,Commercial services,Employment and career agencies,Employment agencies
Weekes,,,,Exeter,Magdalen Road,11.6,,65,Devon,EX2 4TA,Exeter District,,292787.4,92384.4,2110190,141288058,02,11,0190,Commercial services,Property and development services,Property sales
Meat 59,,,,Exeter,Magdalen Road,14.0,,29,Devon,EX2 4TA,Exeter District,,292691.7,92377.7,1020013,145837089,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Fenn Wright Manson,Fenn Wright Manson,,,Exeter,Sidwell Street,40.3,www.fennwrightmanson.com,1,Devon,EX4 6NN,Exeter District,1392284150.0,292331.0,92928.0,9460656,149632635,09,46,0656,Retail,Clothing and accessories,Clothing
Godiva Chocolatier,Godiva Chocolatier,,,Exeter,Sidwell Street,40.3,www.godivachocolates.co.uk/,1,Devon,EX4 6NN,Exeter District,1392284150.0,292331.0,92928.0,9470663,160717446,09,47,0663,Retail,"Food, drink and multi item retail",Confectioners
Gourmet Peri Peri,,,,Exeter,Sidwell Street,21.0,,155,Devon,EX4 6RT,Exeter District,,292533.0,93026.0,1020013,161805409,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
William Kingdon Clifford Black Plaque,,Black,Plaque Type,Exeter,Park Place,0.4,openplaques.org/plaques/13101,9,Devon,EX2,Exeter District,,292798.0,92098.0,3200269,124105283,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Henrietta Green Plaque,,Green,Plaque Type,Exeter,,20.4,openplaques.org/plaques/6810,Debenhams,Devon,EX1,Exeter District,,292281.0,92648.0,3200269,124109985,03,20,0269,Attractions,Tourism,Unspecified and other attractions
Calvo Loco,,,,Exeter,City Centre,12.6,,"25, Magdalen Road",Devon,EX2 4TA,Exeter District,,292680.1,92375.6,1020034,157516516,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
St Leonards Bakery,,,,Exeter,Magdalen Road,11.7,,43,Devon,EX2 4TA,Exeter District,,292728.9,92378.0,9470661,157516523,09,47,0661,Retail,"Food, drink and multi item retail",Bakeries
Legends Barbers,,,,Exeter,Sidwell Street,14.7,,98,Devon,EX4 6RF,Exeter District,,292726.0,93195.0,2100156,157516533,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Me Sopotamia Food Bazaar,,,,Exeter,Sidwell Street,17.3,,35-36,Devon,EX4 6NS,Exeter District,,292503.7,93050.8,9470699,157516931,09,47,0699,Retail,"Food, drink and multi item retail",Convenience stores and independent
Badaries Barbershop,,,,Exeter,Longbrook Street,14.6,,Horizon Shop 47,Devon,EX4 6AW,Exeter District,,292319.0,93111.0,2100156,157515264,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Southernhay United Reformed Church,,United Reformed Church (Christian),Religion,Exeter,,12.0,,Dixs Field,Devon,EX1 1QD,Exeter District,,292382.0,92737.0,6340459,145671255,06,34,0459,Public infrastructure,Infrastructure and facilities,Places of worship
Irene Vanbrugh and Violet Vanbrugh Blue Plaque,,Blue,Plaque Type,Exeter,Near the Exeter Blitz Memorial,24.8,openplaques.org/plaques/33236,On the Walkway Between Roman Walk and Southernhay,Devon,EX1,Exeter District,,292314.0,92734.0,3200269,127054981,03,20,0269,Attractions,Tourism,Unspecified and other attractions
St Matthews Church Hall,,,,Exeter,,25.5,,Lower Summerlands,Devon,EX1 2LJ,Exeter District,,292826.7,92820.9,6340456,145872368,06,34,0456,Public infrastructure,Infrastructure and facilities,Halls and community centres
Halifax plc,,,,Exeter,High Street,23.5,,1 Roman Gate 252,Devon,EX4 3PZ,Exeter District,,292278.4,92886.8,2090141,103381978,02,09,0141,Commercial services,Legal and financial,Cash machines
TSB,,,,Exeter,High Street,21.8,,6,Devon,EX4 3LF,Exeter District,,292245.0,92809.0,2090141,115406933,02,09,0141,Commercial services,Legal and financial,Cash machines
Royal Bank of Scotland,,,,Exeter,Sidwell Street,22.1,,69-73,Devon,EX4 6PH,Exeter District,,292650.4,93186.9,2090141,122461841,02,09,0141,Commercial services,Legal and financial,Cash machines
Bus Stop (Sidwell Street),,dvndmpaj,SMS Number,,,1.2,,,Devon,EX4,Exeter District,,292518.0,93039.0,10590732,21841117,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Sidwell Street),,dvndmjpt,SMS Number,,,6.2,,,Devon,EX4,Exeter District,,292420.0,92957.0,10590732,21841118,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (High Street),,dvndmjdp,SMS Number,,,1.1,,,Devon,EX1,Exeter District,,292271.0,92853.0,10590732,21841121,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (High Street),,dvndmjap,SMS Number,,,3.3,,,Devon,EX4,Exeter District,,292160.0,92779.0,10590732,21841125,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Central Station),,dvndmgmj,SMS Number,,,2.6,,,Devon,EX4,Exeter District,,291857.0,92918.0,10590732,21841128,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Cheeke Street),,dvndmpgd,SMS Number,,,1.6,,,Devon,EX1,Exeter District,,292566.0,92951.0,10590732,21841044,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (The Pyramids),,dvndmpjg,SMS Number,,,2.7,,,Devon,EX1,Exeter District,,292706.0,92793.0,10590732,21841046,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Fore Street),,dvndmgmw,SMS Number,,,2.6,,,Devon,EX4,Exeter District,,291876.0,92519.0,10590732,21841072,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Fore Street),,dvndmgpd,SMS Number,,,3.4,,,Devon,EX4,Exeter District,,291881.0,92526.0,10590732,21841073,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Fore Street),,dvndmgpa,SMS Number,,,3.8,,,Devon,EX4,Exeter District,,291874.0,92507.0,10590732,21841075,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Paris Street),,dvndmjmp,SMS Number,,,6.4,,,Devon,EX1,Exeter District,,292323.0,92865.0,10590732,21841461,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (George's Meeting House),,dvndmjag,SMS Number,,,1.2,,,Devon,EX1,Exeter District,,292088.0,92320.0,10590732,21841330,10,59,0732,Transport,Bus transport,Bus stops
Bus Station,,dvndmpdg,SMS Number,,,30.0,,,Devon,EX1,Exeter District,,292522.0,92911.0,10590732,21841332,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (St James Road),,dvndmpmp,SMS Number,,,1.6,,,Devon,EX4,Exeter District,,292790.0,93292.0,10590732,21841207,10,59,0732,Transport,Bus transport,Bus stops
Bus Station,,dvndmjtp,SMS Number,,,28.7,,,Devon,EX1,Exeter District,,292464.0,92859.0,10590732,21842688,10,59,0732,Transport,Bus transport,Bus stops
Exeter Citizens Advice,,,,Exeter,Dix's Field,24.6,www.citizensadvice.org.uk/about-us/contact-us/contact-us/search-for-your-local-citizens-advice/local-citizens-advice-details/?serialnumber=101101,,Devon,EX1 1QA,Exeter District,,292446.0,92788.0,5290358,21046508,05,29,0358,Education and health,Health support services,Counselling and advice services
War Memorial,,,,,,108.6,,,Devon,EX4,Exeter District,,291991.0,92978.0,3170245,18341863,03,17,0245,Attractions,Historical and cultural,Historic and ceremonial structures
Statue,,,,,,21.5,,,Devon,EX4,Exeter District,,292194.0,92988.0,3170245,18793194,03,17,0245,Attractions,Historical and cultural,Historic and ceremonial structures
Martyrs' Memorial,,,,,,10.6,,,Devon,EX1,Exeter District,,292673.0,92592.0,3170245,20295383,03,17,0245,Attractions,Historical and cultural,Historic and ceremonial structures
Bus Stop (St Sidwell's School),,dvngdwgd,SMS Number,,,3.8,,,Devon,EX4,Exeter District,,292434.0,93257.0,10590732,26655002,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Portland House),,dvngpama,SMS Number,,,4.2,,,Devon,EX4,Exeter District,,292304.0,93000.0,10590732,104990598,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Bampfylde Street),,dvngpgwj,SMS Number,,,3.0,,,Devon,EX1,Exeter District,,292610.0,93031.0,10590732,109591741,10,59,0732,Transport,Bus transport,Bus stops
Sidwell Dental Surgery,,,,Exeter,Sidwell Street,14.0,,115b,Devon,EX4 6RY,Exeter District,1392274720.0,292698.0,93169.0,5280368,103916070,05,28,0368,Education and health,Health practitioners and establishments,Dental surgeries
Barnfield Dental Studio,,,,Exeter,Barnfield Hill,29.6,,10a,Devon,EX1 1SR,Exeter District,1392423668.0,292806.0,92646.0,5280368,103915704,05,28,0368,Education and health,Health practitioners and establishments,Dental surgeries
Post Office (Sidwell Street),Royal Mail,,,Exeter,Sidwell Street,15.0,www.postoffice.co.uk,Sidwell Street Post Office 51,Devon,EX4 6NS,Exeter District,,292567.0,93120.0,9480763,26368829,09,48,0763,Retail,"Household, office, leisure and garden",Post offices
Bus Stop (Belgrave Road),,dvngjwgj,SMS Number,,,5.9,,,Devon,EX1,Exeter District,,292640.0,92975.0,10590732,146467637,10,59,0732,Transport,Bus transport,Bus stops
Bus Stop (Cheeke Street),,dvngtgtg,SMS Number,,,2.6,,,Devon,EX4,Exeter District,,292535.0,92976.0,10590732,134439857,10,59,0732,Transport,Bus transport,Bus stops
Wi-Fi Hotspot (O2 Limited),,,,Exeter,High Street,20.3,,241,Devon,EX4 3NZ,Exeter District,,292155.3,92796.6,6340802,105353882,06,34,0802,Public infrastructure,Infrastructure and facilities,Wi-Fi hotspots
Wi-Fi Hotspot (BT Openzone),,,,Exeter,High Street,29.3,,250,Devon,EX4 3PZ,Exeter District,,292237.0,92866.0,6340802,124920664,06,34,0802,Public infrastructure,Infrastructure and facilities,Wi-Fi hotspots
Wi-Fi Hotspot (The Cloud),,,,Exeter,Fore Street,15.2,,81-82,Devon,EX4 3HR,Exeter District,,291897.0,92516.0,6340802,145538516,06,34,0802,Public infrastructure,Infrastructure and facilities,Wi-Fi hotspots
Wi-Fi Hotspot (BT Openzone),,,,Exeter,,15.4,,St Stephens House,Devon,EX4 3LN,Exeter District,,292124.0,92730.0,6340802,153507918,06,34,0802,Public infrastructure,Infrastructure and facilities,Wi-Fi hotspots
McDonald's Restaurant,McDonald's,,,Exeter,High Street,30.0,www.mcdonalds.co.uk/ukhome.html,190,Devon,EX4 3DU,Exeter District,1392413737.0,291909.0,92602.0,1020018,47973087,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
Smythen Street,,,,Exeter,,25.1,,Smythen Street,Devon,EX1 1BN,Exeter District,,291851.0,92368.0,10540736,41263549,10,54,0736,Transport,Road and rail,Parking
Orca Kebab,,,,Exeter,Fore Street,21.4,,155,Devon,EX4 3AT,Exeter District,1392253777.0,291784.0,92439.0,1020018,48023084,01,02,0018,"Accommodation, eating and drinking",Eating and drinking,Fast food and takeaway outlets
The Old Fire House,,,,Exeter,New North Road,10.5,,50,Devon,EX4 4EP,Exeter District,1392277279.0,292249.6,93011.7,1020034,48035431,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Locomotive Inn,,,,Exeter,New North Road,2.9,,36-38,Devon,EX4 4EP,Exeter District,1392275840.0,292170.4,93075.4,1020034,48051524,01,02,0034,"Accommodation, eating and drinking",Eating and drinking,"Pubs, bars and inns"
Burton,Burton,,,Exeter,High Street,23.5,www.burton.co.uk/?geoip=home,231,Devon,EX4 3NE,Exeter District,1392214120.0,292076.0,92764.0,9460656,48733759,09,46,0656,Retail,Clothing and accessories,Clothing
Polka Dot Gallery,,,,Exeter,Martins Lane,20.6,,12,Devon,EX1 1EY,Exeter District,1392276500.0,292060.0,92670.0,9460659,48751067,09,46,0659,Retail,Clothing and accessories,Jewellery and fashion accessories
Gibsons Plaice,,,,Exeter,Magdalen Road,4.1,,38,Devon,EX2 4TD,Exeter District,1392495344.0,292811.0,92371.0,9470666,48768137,09,47,0666,Retail,"Food, drink and multi item retail",Fishmongers
Waterstone's,Waterstone's,,,Exeter,High Street,15.9,www.waterstones.com,48-49,Devon,EX4 3DJ,Exeter District,1392218392.0,292024.4,92646.7,9480674,48818626,09,48,0674,Retail,"Household, office, leisure and garden",Books and maps
Wants,,,,Exeter,Sidwell Street,27.5,www.wantshop.co.uk,147,Devon,EX4 6RT,Exeter District,1392499843.0,292571.0,93052.0,9480722,48994963,09,48,0722,Retail,"Household, office, leisure and garden",Electrical goods and components
Pyramids Swimming & Leisure Centre,,,,Exeter,Heavitree Road,24.8,www.leisurecentre.com,,Devon,EX1 2LA,Exeter District,1392253553.0,292710.0,92767.0,4240293,49720475,04,24,0293,Sport and entertainment,Sports complex,"Gymnasiums, sports halls and leisure centres "
Budget Interiors,,,,Exeter,Sidwell Street,13.9,www.budgetinteriors.co.uk,123,Devon,EX4 6RY,Exeter District,1392277977.0,292655.0,93144.0,9480682,48854797,09,48,0682,Retail,"Household, office, leisure and garden",Furniture
Millets,Millets,,,Exeter,High Street,22.3,www.millets.co.uk,207,Devon,EX4 3EB,Exeter District,1392347660.0,291982.0,92661.0,9480693,48894883,09,48,0693,Retail,"Household, office, leisure and garden",Camping and caravanning
Marks & Spencer,M & S,,,Exeter,High Street,29.9,www.marksandspencer.com,212-219,Devon,EX4 3QA,Exeter District,1392214999.0,292013.1,92696.7,9480700,48920201,09,48,0700,Retail,"Household, office, leisure and garden",Department stores
Foresight Financial Planning,,,,Exeter,Southernhay West,15.4,,8,Devon,EX1 1JG,Exeter District,1392221100.0,292275.2,92500.7,2090147,54743330,02,09,0147,Commercial services,Legal and financial,Financial advice services
In Control Debt Solutions,,,,Exeter,Dixs Field,12.2,www.getbackincontrol.co.uk,11-15,Devon,EX1 1QA,Exeter District,1392459267.0,292497.0,92703.0,2090147,54767559,02,09,0147,Commercial services,Legal and financial,Financial advice services
The Oddfellows,The Oddfellows,,,Exeter,York Road,25.2,www.oddfellows.co.uk/financialservices,16,Devon,EX4 6BA,Exeter District,1392272749.0,292427.0,93293.0,2090149,54763691,02,09,0149,Commercial services,Legal and financial,Insurers and support activities
Kitsons Solicitors,,,,Exeter,Barnfield Road,22.6,www.kitsons-solicitors.co.uk,The Forum,Devon,EX1 1QR,Exeter District,1392455555.0,292459.0,92548.0,2090154,54778893,02,09,0154,Commercial services,Legal and financial,"Solicitors, advocates and notaries public"
Miln Macleod Solicitors,,,,Exeter,Cathedral Close,51.9,www.mmlaw.co.uk,Bishops Chambers 14,Devon,EX1 1EZ,Exeter District,1392686920.0,292256.0,92590.0,2090154,54778920,02,09,0154,Commercial services,Legal and financial,"Solicitors, advocates and notaries public"
